id,post_parent,image,image_gallery,post_title,post_content,post_excerpt,post_name,post_date,_sku,product_cat,product_tag,_regular_price,_sale_price,_sale_price_dates_from,_sale_price_dates_to,_featured,_tax_status,_tax_class,_weight,_height,_width,_length,_stock,_stock_status,_manage_stock,_backorders,_sold_individually,product_shipping_class,grouped_items,_product_adminlink,_purchase_note,post_status,_visibility,_upsell_ids,_crosssell_ids,_downloadable,_virtual,_download_expiry,_download_limit,_downloadable_files,_download_type,_product_url,_button_text,comment_status,menu_order,product_type,_product_permalink,_default_attributes,attribute_pa_anbieter,attribute_pa_white-label,attribute_pa_produkttyp
3174,0,,,Anspruch auf Zuweisung eines Kitaplatzes - Erstberatung für Eltern,"Sie haben Probleme, Ihre Ansprüche auf Zuweisung eines Kitaplatzes für Ihr Kind durchzusetzen?

<strong>Das Beratungsangebot
</strong>Wir klären den Sachverhalt und informieren Sie über die Voraussetzungen zur Durchsetzung des Anspruchs auf Zuweisung eines Kitaplatzes in der Nähe der Arbeitsstätte oder/und des Wohnortes. Wir zeigen mögliche Alternativansprüche auf, schildern den Verfahrensablauf und stellen die Bearbeitungszeiten dar.","Wir erklären den gesetzlichen Anspruch auf Zuweisung eines Kita Platzes, helfen bei der Durchsetzung des Anspruches und beraten hinsichtlich möglicher Alternativansprüche.",anspruch-auf-zuweisung-eines-kitaplatzes,2015-11-03 15:45:13,,Sozialrecht,"Verbraucher, Sozialrecht, Arbeitsplatz, Kitaplatz, Zuweisung, Wohnort",49.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=3174&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/sozialrecht/anspruch-auf-zuweisung-eines-kitaplatzes/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
3173,0,,,Ansprüche auf Gewährung von Reha - Erstberatung für Arbeitnehmer,"Sie haben Probleme, Ihre Ansprüche auf Gewährung von Reha-Maßnahmen durchzusetzen?

<strong>Das Beratungsangebot
</strong>In einem telefonischen Beratungsgespräch werden die möglichen Rehabilitationsleistungen besprochen und es wird geprüft, ob Sie dafür die Voraussetzungen erfüllen. Gibt es hier grünes Licht, können Sie den Antrag bei der Deutsche Rentenversicherung Bund (DRVB) ausfüllen. Wir beurteilen, ob Ihre Rehabilitation notwendig beziehungsweise angemessen ist und ob ein ärztliches Gutachten nötig ist oder ob ein bestehendes Gutachten ausreicht. Sie erfahren, wie der übliche Ablauf eines Antrages auf Reha ist, ob die DRVB auch Wünsche zu berücksichtigen hat. Ergangene Bescheide werden erörtert und Möglichkeiten eines Widerspruches geprüft.",Wir klären im Rahmen einer Erstberatung Ihre Ansprüche auf Gewährung von Reha-Maßnahmen.,ansprueche-auf-gewaehrung-von-reha,2015-11-03 15:16:05,,Sozialrecht,"Verbraucher, Rehabilitation, Reha, Sozialrecht, Arbeitsplatz, Arbeitgeber",59.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=3173&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/sozialrecht/ansprueche-auf-gewaehrung-von-reha/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
1745,0,,,Anwaltliche Mahnung erhalten – Erstberatung zum weiteren Vorgehen,"Sie haben ein Schreiben vom Anwalt oder ein Mahnschreiben bekommen? Wir prüfen Ihre Rechte! Nach dem Erhalt eines anwaltlichen Mahnschreibens, sollten Sie unbedingt überprüfen, ob die Mahnung in der vorliegenden Form berechtigt ist.

<strong>Das Beratungsangebot</strong>
Wir helfen Ihnen, nach Erhalt einer anwaltlichen Mahnung die richtigen Schritte einzuleiten und kostspielige Fehler zu vermeiden.","Nach dem Erhalt eines anwaltlichen Mahnschreibens, sollten Sie unbedingt überprüfen, ob die Mahnung in der vorliegenden Form berechtigt ist. Wir helfen Ihnen, die richtigen Schritte einzuleiten und kostspielige Fehler zu vermeiden.",anwaltliche-mahnung-erhalten-erstberatung,2015-03-25 18:19:39,,Inkasso &amp; Geldforderungen,"Verbraucher, Unternehmer, Inkasso, Mahnschreiben, Anwaltliche Mahnung",79.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=1745&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/inkasso/anwaltliche-mahnung-erhalten-erstberatung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2064,0,,,Anwaltliche Prüfung eines Bußgeldbescheids - Verkehrsordnungswidrigkeit,"Sie haben wegen einer Verkehrsordnungswidrigkeit einen Bußgeldbescheid erhalten?

<strong>Das Beratungsangebot</strong>
Unsere Anwälte prüfen Ihren Bußgeldbescheid oder Anhörungsbogen, nehmen Akteneinsicht und schlagen Verteidigungsmöglichkeiten gegen Geldbußen, Punkte und Fahrverbote vor. Wir klären auch beispielsweise die Fragen, ob die erfolgte Messung rechtsgültig oder das Tatfoto rechtlich verwertbar ist? Auf Wunsch ermitteln wir Ihren aktuellen Punktestand aus dem Fahreignungsregister und schlagen Ihnen Möglichkeiten zur Punktereduzierung vor.","Unsere Anwälte prüfen Ihren Bußgeldbescheid oder Anhörungsbogen, nehmen Akteneinsicht und schlagen Verteidigungsmöglichkeiten gegen Geldbußen, Punkte und Fahrverbote vor.",bussgeldbescheid-ueberpruefung,2015-04-15 14:48:21,,Verkehrsrecht,"Verbraucher, Bußgeldbescheid, Fahreignungsregister, Verkehrsrecht, Anhörungsbogen, Straßenverkehrsordnung, Punktereduzierung, Verkehrsordnungswidrigkeit",49,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2064&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verkehrsrecht/bussgeldbescheid-ueberpruefung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2947,0,,,Anzeige wegen Beleidigung erhalten - Erstberatung zur Abwehr,"Ihnen wird vorgeworfen, eine andere Person beleidigt zu haben (Sie haben eine Anzeige wegen Beleidigung erhalten).

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen Anzeige, bzw. die Abwehr einer solchen. Wir erläutern auch Höhe und Umfang möglicher Schadensersatzleistungen.",Anwaltliche Beratung zur Abwehr einer  Anzeige wegen Beleidigung.,anzeige-wegen-beleidigung-erhalten-erstberatung-zur-abwehr,2015-08-27 12:48:47,,Verbraucherrecht,"Verbraucher, Beleidigung, Verbraucherrecht, Anzeige",190.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2947&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/anzeige-wegen-beleidigung-erhalten-erstberatung-zur-abwehr/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2948,0,,,Anzeige wegen Beleidigung stellen - Erstberatung zum Ablauf,"Sie sind selbst beleidigt worden und möchten dagegen rechtlich vorgehen?

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen Anzeige wegen Beleidigung und erläutern Höhe und Umfang möglicher Schadensersatzleistungen.",Anwaltliche Beratung zum Verfassen von Anzeigen wegen Beleidigung.,anzeige-wegen-beleidigung-stellen,2015-08-27 12:56:21,,Verbraucherrecht,"Verbraucher, Beleidigung, Verbraucherrecht, Anzeige, Strafanzeige",190.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2948&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/anzeige-wegen-beleidigung-stellen/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2952,0,,,Anzeige wegen Sachbeschädigung erhalten - Erstberatung zur Abwehr,"Ihnen wird zur Last gelegt, eine fremde Sache beschädigt bzw. zerstört und Sie haben diesbezüglich eine Anzeige erhalten?

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen Anzeige wegen Sachbeschädigung, bzw. die Abwehr einer solchen. Wir erläutern auch Höhe und Umfang möglicher Schadensersatzleistungen.",Anwaltliche Beratung zur Abwehr einer Anzeige wegen Sachbeschädigung.,anzeige-wegen-sachbeschaedigung-erhalten,2015-08-27 13:26:18,,Verbraucherrecht,"Verbraucher, Verbraucherrecht, Anzeige, Strafanzeige, Sachbeschädigung",190.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2952&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/anzeige-wegen-sachbeschaedigung-erhalten/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2953,0,,,Anzeige wegen Sachbeschädigung stellen - Erstberatung zum Ablauf,"Sie beschuldigen jemanden, einen Ihrer Sachgegenstände beschädigt oder zerstört zu haben und wollen eine Anzeige wegen Sachbeschädigung verfassen?

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen Anzeige wegen Sachbeschädigung und erläutern auch Höhe und Umfang möglicher Schadensersatzleistungen.",Anwaltliche Beratung zum Verfassen von Anzeigen wegen Sachbeschädigung.,anzeige-wegen-sachbeschaedigung-stellen,2015-08-27 13:35:14,,Verbraucherrecht,"Verbraucher, Verbraucherrecht, Anzeige, Strafanzeige, Sachbeschädigung",190.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2953&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/anzeige-wegen-sachbeschaedigung-stellen/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2949,0,,,Anzeige wegen falscher Verdächtigung erhalten - Erstberatung zur Abwehr,"Sie verdächtigen selbst eine andere Person einer rechtswidrigen Tat und haben diesbezüglich eine Anzeige wegen falscher Verdächtigung erhalten?

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen Anzeige, bzw. die Abwehr einer solchen. Wir erläutern auch Höhe und Umfang möglicher Schadensersatzleistungen.",Anwaltliche Beratung zur Abwehr einer Anzeige wegen falscher Verdächtigung.,anzeige-wegen-falscher-verdaechtigung-erhalten,2015-08-27 13:10:29,,Verbraucherrecht,"Verbraucher, Verbraucherrecht, Anzeige, Strafanzeige, falsche Verdächtigung",190.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2949&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/anzeige-wegen-falscher-verdaechtigung-erhalten/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2951,0,,,Anzeige wegen falscher Verdächtigung stellen - Erstberatung zum Ablauf,"Sie werden von einer anderen Person einer rechtswidrigen Tat bezichtigt und wollen deshalb eine Anzeige wegen falscher Verdächtigung verfassen?

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen Anzeige wegen falscher Verdächtigung und erläutern Höhe und Umfang möglicher Schadensersatzleistungen.",Anwaltliche Beratung zum Verfassen von Anzeigen wegen falscher Verdächtigung.,anzeige-wegen-falscher-verdaechtigung-stellen,2015-08-27 13:14:18,,Verbraucherrecht,"Verbraucher, Verbraucherrecht, Anzeige, Strafanzeige, falsche Verdächtigung",190.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2951&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/anzeige-wegen-falscher-verdaechtigung-stellen/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2217,0,,,Arbeitnehmerdatenschutz,"Sie möchten sicherstellen, dass Ihre Maßnahmen zur Koordinierung Ihrer Mitarbeiter nicht gegen den Arbeitnehmerdatenschutz verstößt?

Unsere Rechtsanwälte bieten Ihnen eine Überprüfung Ihrer Koordinierungsprozesse und -maßnahmen mit Hinweisen dazu, wie Sie eventuelle Änderungen einbringen können.

<strong>Beratungsschwerpunkte:
</strong>Telefon
<span style=""line-height: 1.42857143;"">E-Mail
</span><span style=""line-height: 1.42857143;"">Internetnutzung
</span><span style=""line-height: 1.42857143;"">Mitarbeiterfotos
</span><span style=""line-height: 1.42857143;"">Social Network
</span><span style=""line-height: 1.42857143;"">GPS
</span><span style=""line-height: 1.42857143;"">Videoüberwachung
</span><span style=""line-height: 1.42857143;"">Arbeitszeiterfassung</span>","Sie möchten sicherstellen, dass Ihre Maßnahmen zur Koordinierung Ihrer Mitarbeiter nicht gegen den Arbeitnehmerdatenschutz verstößt? Unsere Rechtsanwälte bieten Ihnen eine Überprüfung Ihrer Koordinierungsprozesse und -maßnahmen mit Hinweisen dazu, wie Sie eventuelle Änderungen einbringen können.",arbeitnehmerdatenschutz,2015-04-28 17:06:08,,Datenschutzrecht,"Datenschutz, Unternehmer, Datenschutzrecht, Arbeitnehmerdatenschutz",100.00,,,,no,Taxable,Standard,,,,,,instock,no,Do not allow,no,,Choose a grouped product...,post.php?post=2217&action=edit,,draft,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/?post_type=product&p=2217,,Kanzlei Prof. Schweizer,ADM,
77,0,,,Arbeitsvertrag-Check,"Sie haben einen neuen Arbeitsvertrag erhalten?

<strong>Das Beratungsangebot</strong>
Wir prüfen für Sie die im Arbeitsvertrag enthaltenen Regelungen auf Wirksamkeit. Zusätzlich  kommentieren wir den Vertrag unter Einbeziehung Ihrer gesetzlich vorgegebenen Ansprüche mit konkreten Handlungsvorschlägen und Formulierungsvorschlägen.",Wir prüfen für Sie Ihren neuen Arbeitsvertrag auf Wirksamkeit und kommentieren ihn unter Einbeziehung Ihrer gesetzlich vorgegebenen Ansprüche mit konkreten Handlungsvorschlägen und Formulierungsvorschlägen.,arbeitsvertrag-check,2014-12-01 15:48:57,,Arbeitsrecht,"Arbeitsvertrag, Arbeitsrecht, Verbraucher, Unternehmer",89,,,,no,Taxable,Standard,,,,,,instock,no,Do not allow,yes,,Choose a grouped product...,post.php?post=77&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/arbeitsrecht/arbeitsvertrag-check/,"seiten,weniger-als-6",STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
